天数,顺从度,顺从度增长
4706,97.392,0.002
4707,97.394,0.002
4708,97.396,0.002
4709,97.398,0.002
4710,97.4,0.002
4711,97.402,0.002
4712,97.404,0.002
4713,97.406,0.002
4714,97.408,0.002
4715,97.41,0.002
4716,97.412,0.002
4717,97.414,0.002
4718,97.416,0.002
4719,97.418,0.002
4720,97.42,0.002
4721,97.422,0.002
4722,97.424,0.002
4723,97.426,0.002
4724,97.428,0.002
4725,97.43,0.002
4726,97.432,0.002
4727,97.434,0.002
4728,97.436,0.002
4729,97.438,0.002
4730,97.44,0.002
4731,97.44200000000001,0.002
4732,97.444,0.002
4733,97.446,0.002
4734,97.44800000000001,0.002
4735,97.45,0.002
4736,97.452,0.002
4737,97.45400000000001,0.002
4738,97.456,0.002
4739,97.458,0.002
4740,97.46000000000001,0.002
4741,97.462,0.002
4742,97.464,0.002
4743,97.46600000000001,0.002
4744,97.468,0.002
4745,97.47,0.002
4746,97.47200000000001,0.002
4747,97.474,0.002
4748,97.476,0.002
4749,97.47800000000001,0.002
4750,97.48,0.002
4751,97.482,0.002
4752,97.48400000000001,0.002
4753,97.486,0.002
4754,97.488,0.002
4755,97.49000000000001,0.002
4756,97.492,0.002
4757,97.494,0.002
4758,97.496,0.002
4759,97.498,0.002
4760,97.5,0.002
4761,97.502,0.002
4762,97.504,0.002
4763,97.506,0.002
4764,97.508,0.002
4765,97.51,0.002
4766,97.512,0.002
4767,97.514,0.002
4768,97.516,0.002
4769,97.518,0.002
4770,97.52,0.002
4771,97.522,0.002
4772,97.524,0.002
4773,97.526,0.002
4774,97.528,0.002
4775,97.53,0.002
4776,97.532,0.002
4777,97.534,0.002
4778,97.536,0.002
4779,97.538,0.002
4780,97.54,0.002
4781,97.542,0.002
4782,97.544,0.002
4783,97.546,0.002
4784,97.548,0.002
4785,97.55,0.002
4786,97.552,0.002
4787,97.554,0.002
4788,97.556,0.002
4789,97.558,0.002
4790,97.56,0.002
4791,97.562,0.002
4792,97.56400000000001,0.002
4793,97.566,0.002
4794,97.568,0.002
4795,97.57000000000001,0.002
4796,97.572,0.002
4797,97.574,0.002
4798,97.57600000000001,0.002
4799,97.578,0.002
4800,97.58,0.002
4801,97.58200000000001,0.002
4802,97.584,0.002
4803,97.586,0.002
4804,97.58800000000001,0.002
4805,97.59,0.002
4806,97.592,0.001
4807,97.593,0.001
4808,97.59400000000001,0.001
4809,97.595,0.001
4810,97.596,0.001
4811,97.59700000000001,0.001
4812,97.598,0.001
4813,97.599,0.001
4814,97.60000000000001,0.001
4815,97.601,0.001
4816,97.602,0.001
4817,97.60300000000001,0.001
4818,97.604,0.001
4819,97.605,0.001
4820,97.60600000000001,0.001
4821,97.607,0.001
4822,97.608,0.001
4823,97.60900000000001,0.001
4824,97.61,0.001
4825,97.611,0.001
4826,97.61200000000001,0.001
4827,97.613,0.001
4828,97.614,0.001
4829,97.61500000000001,0.001
4830,97.616,0.001
4831,97.617,0.001
4832,97.618,0.001
4833,97.619,0.001
4834,97.62,0.001
4835,97.621,0.001
4836,97.622,0.001
4837,97.623,0.001
4838,97.624,0.001
4839,97.625,0.001
4840,97.626,0.001
4841,97.627,0.001
4842,97.628,0.001
4843,97.629,0.001
4844,97.63,0.001
4845,97.631,0.001
4846,97.632,0.001
4847,97.633,0.001
4848,97.634,0.001
4849,97.635,0.001
4850,97.636,0.001
4851,97.637,0.001
4852,97.638,0.001
4853,97.639,0.001
4854,97.64,0.001
4855,97.641,0.001
4856,97.642,0.001
4857,97.643,0.001
4858,97.644,0.001
4859,97.645,0.001
4860,97.646,0.001
4861,97.647,0.001
4862,97.648,0.001
4863,97.649,0.001
4864,97.65,0.001
4865,97.651,0.001
4866,97.652,0.001
4867,97.653,0.001
4868,97.654,0.001
4869,97.655,0.001
4870,97.656,0.001
4871,97.657,0.001
4872,97.658,0.001
4873,97.659,0.001
4874,97.66,0.001
4875,97.661,0.001
4876,97.662,0.001
4877,97.663,0.001
4878,97.664,0.001
4879,97.665,0.001
4880,97.666,0.001
4881,97.667,0.001
4882,97.668,0.001
4883,97.669,0.001
4884,97.67,0.001
4885,97.671,0.001
4886,97.672,0.001
4887,97.673,0.001
4888,97.674,0.001
4889,97.675,0.001
4890,97.676,0.001
4891,97.677,0.001
4892,97.678,0.001
4893,97.679,0.001
4894,97.68,0.001
4895,97.681,0.001
4896,97.682,0.001
4897,97.683,0.001
4898,97.684,0.001
4899,97.685,0.001
4900,97.686,0.001
4901,97.687,0.001
4902,97.688,0.001
4903,97.68900000000001,0.001
4904,97.69,0.001
4905,97.691,0.001
4906,97.69200000000001,0.001
4907,97.693,0.001
4908,97.694,0.001
4909,97.69500000000001,0.001
4910,97.696,0.001
4911,97.697,0.001
4912,97.69800000000001,0.001
4913,97.699,0.001
4914,97.7,0.001
4915,97.70100000000001,0.001
4916,97.702,0.001
4917,97.703,0.001
4918,97.70400000000001,0.001
4919,97.705,0.001
4920,97.706,0.001
4921,97.70700000000001,0.001
4922,97.708,0.001
4923,97.709,0.001
4924,97.71000000000001,0.001
4925,97.711,0.001
4926,97.712,0.001
4927,97.71300000000001,0.001
4928,97.714,0.001
4929,97.715,0.001
4930,97.71600000000001,0.001
4931,97.717,0.001
4932,97.718,0.001
4933,97.71900000000001,0.001
4934,97.72,0.001
4935,97.721,0.001
4936,97.72200000000001,0.001
4937,97.723,0.001
4938,97.724,0.001
4939,97.72500000000001,0.001
4940,97.726,0.001
4941,97.727,0.001
4942,97.72800000000001,0.001
4943,97.729,0.001
4944,97.73,0.001
4945,97.73100000000001,0.001
4946,97.732,0.001
4947,97.733,0.001
4948,97.73400000000001,0.001
4949,97.735,0.001
4950,97.736,0.001
4951,97.73700000000001,0.001
4952,97.738,0.001
4953,97.739,0.001
4954,97.74000000000001,0.001
4955,97.741,0.001
4956,97.742,0.001
4957,97.743,0.001
4958,97.744,0.001
4959,97.745,0.001
4960,97.746,0.001
4961,97.747,0.001
4962,97.748,0.001
4963,97.749,0.001
4964,97.75,0.001
4965,97.751,0.001
4966,97.752,0.001
4967,97.753,0.001
4968,97.754,0.001
4969,97.755,0.001
4970,97.756,0.001
4971,97.757,0.001
4972,97.758,0.001
4973,97.759,0.001
4974,97.76,0.001
4975,97.761,0.001
4976,97.762,0.001
4977,97.763,0.001
4978,97.764,0.001
4979,97.765,0.001
4980,97.766,0.001
4981,97.767,0.001
4982,97.768,0.001
4983,97.769,0.001
4984,97.77,0.001
4985,97.771,0.001
4986,97.772,0.001
4987,97.773,0.001
4988,97.774,0.001
4989,97.775,0.001
4990,97.776,0.001
4991,97.777,0.001
4992,97.778,0.001
4993,97.779,0.001
4994,97.78,0.001
4995,97.781,0.001
4996,97.782,0.001
4997,97.783,0.001
4998,97.784,0.001
4999,97.785,0.001
5000,97.786,0.001
5001,97.787,0.001
5002,97.788,0.001
5003,97.789,0.001
5004,97.79,0.001
5005,97.791,0.001
5006,97.792,0.001
5007,97.793,0.001
5008,97.794,0.001
5009,97.795,0.001
5010,97.796,0.001
5011,97.797,0.001
5012,97.798,0.001
5013,97.799,0.001
5014,97.8,0.001
5015,97.801,0.001
5016,97.802,0.001
5017,97.803,0.001
5018,97.804,0.001
5019,97.805,0.001
5020,97.806,0.001
5021,97.807,0.001
5022,97.808,0.001
5023,97.809,0.001
5024,97.81,0.001
5025,97.811,0.001
5026,97.812,0.001
5027,97.813,0.001
5028,97.81400000000001,0.001
5029,97.815,0.001
5030,97.816,0.001
5031,97.81700000000001,0.001
5032,97.818,0.001
5033,97.819,0.001
5034,97.82000000000001,0.001
5035,97.821,0.001
5036,97.822,0.001
5037,97.82300000000001,0.001
5038,97.824,0.001
5039,97.825,0.001
5040,97.82600000000001,0.001
5041,97.827,0.001
5042,97.828,0.001
5043,97.82900000000001,0.001
5044,97.83,0.001
5045,97.831,0.001
5046,97.83200000000001,0.001
5047,97.833,0.001
5048,97.834,0.001
5049,97.83500000000001,0.001
5050,97.836,0.001
5051,97.837,0.001
5052,97.83800000000001,0.001
5053,97.839,0.001
5054,97.84,0.001
5055,97.84100000000001,0.001
5056,97.842,0.001
5057,97.843,0.001
5058,97.84400000000001,0.001
5059,97.845,0.001
5060,97.846,0.001
5061,97.84700000000001,0.001
5062,97.848,0.001
5063,97.849,0.001
5064,97.85000000000001,0.001
5065,97.851,0.001
5066,97.852,0.001
5067,97.85300000000001,0.001
5068,97.854,0.001
5069,97.855,0.001
5070,97.85600000000001,0.001
5071,97.857,0.001
5072,97.858,0.001
5073,97.85900000000001,0.001
5074,97.86,0.001
5075,97.861,0.001
5076,97.86200000000001,0.001
5077,97.863,0.001
5078,97.864,0.001
5079,97.86500000000001,0.001
5080,97.866,0.001
5081,97.867,0.001
5082,97.868,0.001
5083,97.869,0.001
5084,97.87,0.001
5085,97.871,0.001
5086,97.872,0.001
5087,97.873,0.001
5088,97.874,0.001
5089,97.875,0.001
5090,97.876,0.001
5091,97.877,0.001
5092,97.878,0.001
5093,97.879,0.001
5094,97.88,0.001
5095,97.881,0.001
5096,97.882,0.001
5097,97.883,0.001
5098,97.884,0.001
5099,97.885,0.001
5100,97.886,0.001
5101,97.887,0.001
5102,97.888,0.001
5103,97.889,0.001
5104,97.89,0.001
5105,97.891,0.001
5106,97.892,0.001
5107,97.893,0.001
5108,97.894,0.001
5109,97.895,0.001
5110,97.896,0.001
5111,97.897,0.001
5112,97.898,0.001
5113,97.899,0.001
5114,97.9,0.001
5115,97.901,0.001
5116,97.902,0.001
5117,97.903,0.001
5118,97.904,0.001
5119,97.905,0.001
5120,97.906,0.001
5121,97.907,0.001
5122,97.908,0.001
5123,97.909,0.001
5124,97.91,0.001
5125,97.911,0.001
5126,97.912,0.001
5127,97.913,0.001
5128,97.914,0.001
5129,97.915,0.001
5130,97.916,0.001
5131,97.917,0.001
5132,97.918,0.001
5133,97.919,0.001
5134,97.92,0.001
5135,97.921,0.001
5136,97.922,0.001
5137,97.923,0.001
5138,97.924,0.001
5139,97.925,0.001
5140,97.926,0.001
5141,97.927,0.001
5142,97.928,0.001
5143,97.929,0.001
5144,97.93,0.001
5145,97.931,0.001
5146,97.932,0.001
5147,97.933,0.001
5148,97.934,0.001
5149,97.935,0.001
5150,97.936,0.001
5151,97.937,0.001
5152,97.938,0.001
5153,97.93900000000001,0.001
5154,97.94,0.001
5155,97.941,0.001
5156,97.94200000000001,0.001
5157,97.943,0.001
5158,97.944,0.001
5159,97.94500000000001,0.001
5160,97.946,0.001
5161,97.947,0.001
5162,97.94800000000001,0.001
5163,97.949,0.001
5164,97.95,0.001
5165,97.95100000000001,0.001
5166,97.952,0.001
5167,97.953,0.001
5168,97.95400000000001,0.001
5169,97.955,0.001
5170,97.956,0.001
5171,97.95700000000001,0.001
5172,97.958,0.001
5173,97.959,0.001
5174,97.96000000000001,0.001
5175,97.961,0.001
5176,97.962,0.001
5177,97.96300000000001,0.001
5178,97.964,0.001
5179,97.965,0.001
5180,97.96600000000001,0.001
5181,97.967,0.001
5182,97.968,0.001
5183,97.96900000000001,0.001
5184,97.97,0.001
5185,97.971,0.001
5186,97.97200000000001,0.001
5187,97.973,0.001
5188,97.974,0.001
5189,97.97500000000001,0.001
5190,97.976,0.001
5191,97.977,0.001
5192,97.97800000000001,0.001
5193,97.979,0.001
5194,97.98,0.001
5195,97.98100000000001,0.001
5196,97.982,0.001
5197,97.983,0.001
5198,97.98400000000001,0.001
5199,97.985,0.001
5200,97.986,0.001
5201,97.98700000000001,0.001
5202,97.988,0.001
5203,97.989,0.001
5204,97.99000000000001,0.001
5205,97.991,0.001
5206,97.992,0.001
5207,97.993,0.001
5208,97.994,0.001
5209,97.995,0.001
5210,97.996,0.001
5211,97.997,0.001
5212,97.998,0.001
5213,97.999,0.001
5214,98.0,0.001
5215,98.001,0.001
5216,98.002,0.001
5217,98.003,0.001
5218,98.004,0.001
5219,98.005,0.001
5220,98.006,0.001
5221,98.007,0.001
5222,98.008,0.001
5223,98.009,0.001
5224,98.01,0.001
5225,98.011,0.001
5226,98.012,0.001
5227,98.013,0.001
5228,98.014,0.001
5229,98.015,0.001
5230,98.016,0.001
5231,98.017,0.001
5232,98.018,0.001
5233,98.019,0.001
5234,98.02,0.001
5235,98.021,0.001
5236,98.022,0.001
5237,98.023,0.001
5238,98.024,0.001
5239,98.025,0.001
5240,98.026,0.001
5241,98.027,0.001
5242,98.028,0.001
5243,98.029,0.001
5244,98.03,0.001
5245,98.031,0.001
5246,98.032,0.001
5247,98.033,0.001
5248,98.034,0.001
5249,98.035,0.001
5250,98.036,0.001
5251,98.037,0.001
5252,98.038,0.001
5253,98.039,0.001
5254,98.04,0.001
5255,98.041,0.001
5256,98.042,0.001
5257,98.043,0.001
5258,98.044,0.001
5259,98.045,0.001
5260,98.046,0.001
5261,98.047,0.001
5262,98.048,0.001
5263,98.049,0.001
5264,98.05,0.001
5265,98.051,0.001
5266,98.052,0.001
5267,98.053,0.001
5268,98.054,0.001
5269,98.055,0.001
5270,98.056,0.001
5271,98.057,0.001
5272,98.058,0.001
5273,98.059,0.001
5274,98.06,0.001
5275,98.061,0.001
5276,98.062,0.001
5277,98.063,0.001
5278,98.06400000000001,0.001
5279,98.065,0.001
5280,98.066,0.001
5281,98.06700000000001,0.001
5282,98.068,0.001
5283,98.069,0.001
5284,98.07000000000001,0.001
5285,98.071,0.001
5286,98.072,0.001
5287,98.07300000000001,0.001
5288,98.074,0.001
5289,98.075,0.001
5290,98.07600000000001,0.001
5291,98.077,0.001
5292,98.078,0.001
5293,98.07900000000001,0.001
5294,98.08,0.001
5295,98.081,0.001
5296,98.08200000000001,0.001
5297,98.083,0.001
5298,98.084,0.001
5299,98.08500000000001,0.001
5300,98.086,0.001
5301,98.087,0.001
5302,98.08800000000001,0.001
5303,98.089,0.001
5304,98.09,0.001
5305,98.09100000000001,0.001
5306,98.092,0.001
5307,98.093,0.001
5308,98.09400000000001,0.001
5309,98.095,0.001
5310,98.096,0.001
5311,98.09700000000001,0.001
5312,98.098,0.001
5313,98.099,0.001
5314,98.10000000000001,0.001
5315,98.101,0.001
5316,98.102,0.001
5317,98.10300000000001,0.001
5318,98.104,0.001
5319,98.105,0.001
5320,98.10600000000001,0.001
5321,98.107,0.001
5322,98.108,0.001
5323,98.10900000000001,0.001
5324,98.11,0.001
5325,98.111,0.001
5326,98.11200000000001,0.001
5327,98.113,0.001
5328,98.114,0.001
5329,98.11500000000001,0.001
5330,98.116,0.001
5331,98.117,0.001
5332,98.118,0.001
5333,98.119,0.001
5334,98.12,0.001
5335,98.121,0.001
5336,98.122,0.001
5337,98.123,0.001
5338,98.124,0.001
5339,98.125,0.001
5340,98.126,0.001
5341,98.127,0.001
5342,98.128,0.001
5343,98.129,0.001
5344,98.13,0.001
5345,98.131,0.001
5346,98.132,0.001
5347,98.133,0.001
5348,98.134,0.001
5349,98.135,0.001
5350,98.136,0.001
5351,98.137,0.001
5352,98.138,0.001
5353,98.139,0.001
5354,98.14,0.001
5355,98.141,0.001
5356,98.142,0.001
5357,98.143,0.001
5358,98.144,0.001
5359,98.145,0.001
5360,98.146,0.001
5361,98.147,0.001
5362,98.148,0.001
5363,98.149,0.001
5364,98.15,0.001
5365,98.151,0.001
5366,98.152,0.001
5367,98.153,0.001
5368,98.154,0.001
5369,98.155,0.001
5370,98.156,0.001
5371,98.157,0.001
5372,98.158,0.001
5373,98.159,0.001
5374,98.16,0.001
5375,98.161,0.001
5376,98.162,0.001
5377,98.163,0.001
5378,98.164,0.001
5379,98.165,0.001
5380,98.166,0.001
5381,98.167,0.001
5382,98.168,0.001
5383,98.169,0.001
5384,98.17,0.001
5385,98.171,0.001
5386,98.172,0.001
5387,98.173,0.001
5388,98.174,0.001
5389,98.175,0.001
5390,98.176,0.001
5391,98.177,0.001
5392,98.178,0.001
5393,98.179,0.001
5394,98.18,0.001
5395,98.181,0.001
5396,98.182,0.001
5397,98.183,0.001
5398,98.184,0.001
5399,98.185,0.001
5400,98.186,0.001
5401,98.187,0.001
5402,98.188,0.001
5403,98.18900000000001,0.001
5404,98.19,0.001
5405,98.191,0.001
5406,98.19200000000001,0.001
5407,98.193,0.001
5408,98.194,0.001
5409,98.19500000000001,0.001
5410,98.196,0.001
5411,98.197,0.001
5412,98.19800000000001,0.001
5413,98.199,0.001
5414,98.2,0.001
5415,98.20100000000001,0.001
5416,98.202,0.001
5417,98.203,0.001
5418,98.20400000000001,0.001
5419,98.205,0.001
5420,98.206,0.001
5421,98.20700000000001,0.001
5422,98.208,0.001
5423,98.209,0.001
5424,98.21000000000001,0.001
5425,98.211,0.001
5426,98.212,0.001
5427,98.21300000000001,0.001
5428,98.214,0.001
5429,98.215,0.001
5430,98.21600000000001,0.001
5431,98.217,0.001
5432,98.218,0.001
5433,98.21900000000001,0.001
5434,98.22,0.001
5435,98.221,0.001
5436,98.22200000000001,0.001
5437,98.223,0.001
5438,98.224,0.001
5439,98.22500000000001,0.001
5440,98.226,0.001
5441,98.227,0.001
5442,98.22800000000001,0.001
5443,98.229,0.001
5444,98.23,0.001
5445,98.23100000000001,0.001
5446,98.232,0.001
5447,98.233,0.001
5448,98.23400000000001,0.001
5449,98.235,0.001
5450,98.236,0.001
5451,98.23700000000001,0.001
5452,98.238,0.001
5453,98.239,0.001
5454,98.24000000000001,0.001
5455,98.241,0.001
5456,98.242,0.001
5457,98.243,0.001
5458,98.244,0.001
5459,98.245,0.001
5460,98.246,0.001
5461,98.247,0.001
5462,98.248,0.001
5463,98.249,0.001
5464,98.25,0.001
5465,98.251,0.001
5466,98.252,0.001
5467,98.253,0.001
5468,98.254,0.001
5469,98.255,0.001
5470,98.256,0.001
5471,98.257,0.001
5472,98.258,0.001
5473,98.259,0.001
5474,98.26,0.001
5475,98.261,0.001
5476,98.262,0.001
5477,98.263,0.001
5478,98.264,0.001
5479,98.265,0.001
5480,98.266,0.001
5481,98.267,0.001
5482,98.268,0.001
5483,98.269,0.001
5484,98.27,0.001
5485,98.271,0.001
5486,98.272,0.001
5487,98.273,0.001
5488,98.274,0.001
5489,98.275,0.001
5490,98.276,0.001
5491,98.277,0.001
5492,98.278,0.001
5493,98.279,0.001
5494,98.28,0.001
5495,98.281,0.001
5496,98.282,0.001
5497,98.283,0.001
5498,98.284,0.001
5499,98.285,0.001
5500,98.286,0.001
5501,98.287,0.001
5502,98.288,0.001
5503,98.289,0.001
5504,98.29,0.001
5505,98.291,0.001
5506,98.292,0.001
5507,98.293,0.001
5508,98.294,0.001
5509,98.295,0.001
5510,98.296,0.001
5511,98.297,0.001
5512,98.298,0.001
5513,98.299,0.001
5514,98.3,0.001
5515,98.301,0.001
5516,98.302,0.001
5517,98.303,0.001
5518,98.304,0.001
5519,98.305,0.001
5520,98.306,0.001
5521,98.307,0.001
5522,98.308,0.001
5523,98.309,0.001
5524,98.31,0.001
5525,98.311,0.001
5526,98.312,0.001
5527,98.313,0.001
5528,98.31400000000001,0.001
5529,98.315,0.001
5530,98.316,0.001
5531,98.31700000000001,0.001
5532,98.318,0.001
5533,98.319,0.001
5534,98.32000000000001,0.001
5535,98.321,0.001
5536,98.322,0.001
5537,98.32300000000001,0.001
5538,98.324,0.001
5539,98.325,0.001
5540,98.32600000000001,0.001
5541,98.327,0.001
5542,98.328,0.001
5543,98.32900000000001,0.001
5544,98.33,0.001
5545,98.331,0.001
5546,98.33200000000001,0.001
5547,98.333,0.001
5548,98.334,0.001
5549,98.33500000000001,0.001
5550,98.336,0.001
5551,98.337,0.001
5552,98.33800000000001,0.001
5553,98.339,0.001
5554,98.34,0.001
5555,98.34100000000001,0.001
5556,98.342,0.001
5557,98.343,0.001
5558,98.34400000000001,0.001
5559,98.345,0.001
5560,98.346,0.001
5561,98.34700000000001,0.001
5562,98.348,0.001
5563,98.349,0.001
5564,98.35000000000001,0.001
5565,98.351,0.001
5566,98.352,0.001
5567,98.35300000000001,0.001
5568,98.354,0.001
5569,98.355,0.001
5570,98.35600000000001,0.001
5571,98.357,0.001
5572,98.358,0.001
5573,98.35900000000001,0.001
5574,98.36,0.001
5575,98.361,0.001
5576,98.36200000000001,0.001
5577,98.363,0.001
5578,98.364,0.001
5579,98.36500000000001,0.001
5580,98.366,0.001
5581,98.367,0.001
5582,98.368,0.001
5583,98.369,0.001
5584,98.37,0.001
5585,98.371,0.001
5586,98.372,0.001
5587,98.373,0.001
5588,98.374,0.001
5589,98.375,0.001
5590,98.376,0.001
5591,98.377,0.001
5592,98.378,0.001
5593,98.379,0.001
5594,98.38,0.001
5595,98.381,0.001
5596,98.382,0.001
5597,98.383,0.001
5598,98.384,0.001
5599,98.385,0.001
5600,98.386,0.001
5601,98.387,0.001
5602,98.388,0.001
5603,98.389,0.001
5604,98.39,0.001
5605,98.391,0.001
5606,98.392,0.001
5607,98.393,0.001
5608,98.394,0.001
5609,98.395,0.001
5610,98.396,0.001
5611,98.397,0.001
5612,98.398,0.001
5613,98.399,0.001
5614,98.4,0.001
5615,98.401,0.001
5616,98.402,0.001
5617,98.403,0.001
5618,98.404,0.001
5619,98.405,0.001
5620,98.406,0.001
5621,98.407,0.001
5622,98.408,0.001
5623,98.409,0.001
5624,98.41,0.001
5625,98.411,0.001
5626,98.412,0.001
5627,98.413,0.001
5628,98.414,0.001
5629,98.415,0.001
5630,98.416,0.001
5631,98.417,0.001
5632,98.418,0.001
5633,98.419,0.001
5634,98.42,0.001
5635,98.421,0.001
5636,98.422,0.001
5637,98.423,0.001
5638,98.424,0.001
5639,98.425,0.001
5640,98.426,0.001
5641,98.427,0.001
5642,98.428,0.001
5643,98.429,0.001
5644,98.43,0.001
5645,98.431,0.001
5646,98.432,0.001
5647,98.433,0.001
5648,98.434,0.001
5649,98.435,0.001
5650,98.436,0.001
5651,98.437,0.001
5652,98.438,0.001
5653,98.43900000000001,0.001
5654,98.44,0.001
5655,98.441,0.001
5656,98.44200000000001,0.001
5657,98.443,0.001
5658,98.444,0.001
5659,98.44500000000001,0.001
5660,98.446,0.001
5661,98.447,0.001
5662,98.44800000000001,0.001
5663,98.449,0.001
5664,98.45,0.001
5665,98.45100000000001,0.001
5666,98.452,0.001
5667,98.453,0.001
5668,98.45400000000001,0.001
5669,98.455,0.001
5670,98.456,0.001
5671,98.45700000000001,0.001
5672,98.458,0.001
5673,98.459,0.001
5674,98.46000000000001,0.001
5675,98.461,0.001
5676,98.462,0.001
5677,98.46300000000001,0.001
5678,98.464,0.001
5679,98.465,0.001
5680,98.46600000000001,0.001
5681,98.467,0.001
5682,98.468,0.001
5683,98.46900000000001,0.001
5684,98.47,0.001
5685,98.471,0.001
5686,98.47200000000001,0.001
5687,98.473,0.001
5688,98.474,0.001
5689,98.47500000000001,0.001
5690,98.476,0.001
5691,98.477,0.001
5692,98.47800000000001,0.001
5693,98.479,0.001
5694,98.48,0.001
5695,98.48100000000001,0.001
5696,98.482,0.001
5697,98.483,0.001
5698,98.48400000000001,0.001
5699,98.485,0.001
5700,98.486,0.001
5701,98.48700000000001,0.001
5702,98.488,0.001
5703,98.489,0.001
5704,98.49000000000001,0.001
5705,98.491,0.001
5706,98.492,0.001
5707,98.493,0.001
5708,98.494,0.001
5709,98.495,0.001
5710,98.496,0.001
5711,98.497,0.001
5712,98.498,0.001
5713,98.499,0.001
5714,98.5,0.001
5715,98.501,0.001
5716,98.502,0.001
5717,98.503,0.001
5718,98.504,0.001
5719,98.505,0.001
5720,98.506,0.001
5721,98.507,0.001
5722,98.508,0.001
5723,98.509,0.001
5724,98.51,0.001
5725,98.511,0.001
5726,98.512,0.001
5727,98.513,0.001
5728,98.514,0.001
5729,98.515,0.001
5730,98.516,0.001
5731,98.517,0.001
5732,98.518,0.001
5733,98.519,0.001
5734,98.52,0.001
5735,98.521,0.001
5736,98.522,0.001
5737,98.523,0.001
5738,98.524,0.001
5739,98.525,0.001
5740,98.526,0.001
5741,98.527,0.001
5742,98.528,0.001
5743,98.529,0.001
5744,98.53,0.001
5745,98.531,0.001
5746,98.532,0.001
5747,98.533,0.001
5748,98.534,0.001
5749,98.535,0.001
5750,98.536,0.001
5751,98.537,0.001
5752,98.538,0.001
5753,98.539,0.001
5754,98.54,0.001
5755,98.541,0.001
5756,98.542,0.001
5757,98.543,0.001
5758,98.544,0.001
5759,98.545,0.001
5760,98.546,0.001
5761,98.547,0.001
5762,98.548,0.001
5763,98.549,0.001
5764,98.55,0.001
5765,98.551,0.001
5766,98.552,0.001
5767,98.553,0.001
5768,98.554,0.001
5769,98.555,0.001
5770,98.556,0.001
5771,98.557,0.001
5772,98.558,0.001
5773,98.559,0.001
5774,98.56,0.001
5775,98.561,0.001
5776,98.562,0.001
5777,98.563,0.001
5778,98.56400000000001,0.001
5779,98.565,0.001
5780,98.566,0.001
5781,98.56700000000001,0.001
5782,98.568,0.001
5783,98.569,0.001
5784,98.57000000000001,0.001
5785,98.571,0.001
5786,98.572,0.001
5787,98.57300000000001,0.001
5788,98.574,0.001
5789,98.575,0.001
5790,98.57600000000001,0.001
5791,98.577,0.001
5792,98.578,0.001
5793,98.57900000000001,0.001
5794,98.58,0.001
5795,98.581,0.001
5796,98.58200000000001,0.001
5797,98.583,0.001
5798,98.584,0.001
5799,98.58500000000001,0.001
5800,98.586,0.001
5801,98.587,0.001
5802,98.58800000000001,0.001
5803,98.589,0.001
5804,98.59,0.001
5805,98.59100000000001,0.001
5806,98.592,0.001
5807,98.593,0.001
5808,98.59400000000001,0.001
5809,98.595,0.001
5810,98.596,0.001
5811,98.59700000000001,0.001
5812,98.598,0.001
5813,98.599,0.001
5814,98.60000000000001,0.001
5815,98.601,0.001
5816,98.602,0.001
5817,98.60300000000001,0.001
5818,98.604,0.001
5819,98.605,0.001
5820,98.60600000000001,0.001
5821,98.607,0.001
5822,98.608,0.001
5823,98.60900000000001,0.001
5824,98.61,0.001
5825,98.611,0.001
5826,98.61200000000001,0.001
5827,98.613,0.001
5828,98.614,0.001
5829,98.61500000000001,0.001
5830,98.616,0.001
5831,98.617,0.001
5832,98.618,0.001
5833,98.619,0.001
5834,98.62,0.001
5835,98.621,0.001
5836,98.622,0.001
5837,98.623,0.001
5838,98.624,0.001
5839,98.625,0.001
5840,98.626,0.001
5841,98.627,0.001
5842,98.628,0.001
5843,98.629,0.001
5844,98.63,0.001
5845,98.631,0.001
5846,98.632,0.001
5847,98.633,0.001
5848,98.634,0.001
5849,98.635,0.001
5850,98.636,0.001
5851,98.637,0.001
5852,98.638,0.001
5853,98.639,0.001
5854,98.64,0.001
5855,98.641,0.001
5856,98.642,0.001
5857,98.643,0.001
5858,98.644,0.001
5859,98.645,0.001
5860,98.646,0.001
5861,98.647,0.001
5862,98.648,0.001
5863,98.649,0.001
5864,98.65,0.001
5865,98.651,0.001
5866,98.652,0.001
5867,98.653,0.001
5868,98.654,0.001
5869,98.655,0.001
5870,98.656,0.001
5871,98.657,0.001
5872,98.658,0.001
5873,98.659,0.001
5874,98.66,0.001
5875,98.661,0.001
5876,98.662,0.001
5877,98.663,0.001
5878,98.664,0.001
5879,98.665,0.001
5880,98.666,0.001
5881,98.667,0.001
5882,98.668,0.001
5883,98.669,0.001
5884,98.67,0.001
5885,98.671,0.001
5886,98.672,0.001
5887,98.673,0.001
5888,98.674,0.001
5889,98.675,0.001
5890,98.676,0.001
5891,98.677,0.001
5892,98.678,0.001
5893,98.679,0.001
5894,98.68,0.001
5895,98.681,0.001
5896,98.682,0.001
5897,98.683,0.001
5898,98.684,0.001
5899,98.685,0.001
5900,98.686,0.001
5901,98.687,0.001
5902,98.688,0.001
5903,98.68900000000001,0.001
5904,98.69,0.001
5905,98.691,0.001
5906,98.69200000000001,0.001
5907,98.693,0.001
5908,98.694,0.001
5909,98.69500000000001,0.001
5910,98.696,0.001
5911,98.697,0.001
5912,98.69800000000001,0.001
5913,98.699,0.001
5914,98.7,0.001
